,node_index,node_name,node_source,node_id,node_type
44559,44559,regulation of protein phosphorylation,GO,1932,biological_process
44569,44569,regulation of NIK/NF-kappaB signaling,GO,1901222,biological_process
44599,44599,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,GO,32436,biological_process
44634,44634,protein glycosylation,GO,6486,biological_process
44646,44646,neutrophil mediated immunity,GO,2446,biological_process
44651,44651,inflammatory response to antigenic stimulus,GO,2437,biological_process
44652,44652,acute inflammatory response,GO,2526,biological_process
44653,44653,chronic inflammatory response,GO,2544,biological_process
44674,44674,gene expression,GO,10467,biological_process
44685,44685,regulation of interleukin-2 production,GO,32663,biological_process
44686,44686,regulation of interleukin-8 production,GO,32677,biological_process
44690,44690,regulation of vascular endothelial growth factor production,GO,10574,biological_process
44701,44701,regulation of interleukin-10 production,GO,32653,biological_process
44709,44709,regulation of cytokine production involved in inflammatory response,GO,1900015,biological_process
44730,44730,regulation of interleukin-4 production,GO,32673,biological_process
44733,44733,regulation of intestinal cholesterol absorption,GO,30300,biological_process
44755,44755,negative regulation of receptor binding,GO,1900121,biological_process
44797,44797,regulation of hepatocyte growth factor receptor signaling pathway,GO,1902202,biological_process
44802,44802,regulation of dopamine receptor signaling pathway,GO,60159,biological_process
44807,44807,negative regulation of synaptic transmission,GO,50805,biological_process
44832,44832,positive regulation of synaptic transmission,GO,50806,biological_process
44837,44837,regulation of transcription initiation from RNA polymerase II promoter,GO,60260,biological_process
44847,44847,negative regulation of dopamine metabolic process,GO,45963,biological_process
44855,44855,negative regulation of reactive oxygen species biosynthetic process,GO,1903427,biological_process
44887,44887,negative regulation of protein-containing complex disassembly,GO,43242,biological_process
44917,44917,positive regulation of RNA biosynthetic process,GO,1902680,biological_process
44955,44955,MAPK cascade,GO,165,biological_process
44959,44959,protein dephosphorylation,GO,6470,biological_process
44971,44971,regulation of growth,GO,40008,biological_process
44973,44973,regulation of angiogenesis,GO,45765,biological_process
44979,44979,response to wounding,GO,9611,biological_process
44980,44980,cognition,GO,50890,biological_process
44982,44982,rhythmic process,GO,48511,biological_process
44997,44997,negative regulation of blood coagulation,GO,30195,biological_process
45000,45000,regulation of circadian rhythm,GO,42752,biological_process
45004,45004,regulation of locomotion,GO,40012,biological_process
45017,45017,positive regulation of epithelial to mesenchymal transition,GO,10718,biological_process
45053,45053,response to sulfur dioxide,GO,10477,biological_process
45063,45063,response to carbon monoxide,GO,34465,biological_process
45089,45089,positive regulation of protein serine/threonine kinase activity,GO,71902,biological_process
45097,45097,negative regulation of type I interferon-mediated signaling pathway,GO,60339,biological_process
45099,45099,peptidyl-tyrosine dephosphorylation,GO,35335,biological_process
45103,45103,regulation of catalytic activity,GO,50790,biological_process
45118,45118,positive regulation of angiogenesis,GO,45766,biological_process
45124,45124,elastin metabolic process,GO,51541,biological_process
45129,45129,body fluid secretion,GO,7589,biological_process
45162,45162,excretion,GO,7588,biological_process
45163,45163,sodium ion transport,GO,6814,biological_process
45167,45167,cellular response to starvation,GO,9267,biological_process
45169,45169,dendrite development,GO,16358,biological_process
45173,45173,toll-like receptor 4 signaling pathway,GO,34142,biological_process
45175,45175,positive regulation of protein kinase activity,GO,45860,biological_process
45177,45177,positive regulation of peptidyl-tyrosine phosphorylation,GO,50731,biological_process
45193,45193,positive regulation of transcription by RNA polymerase II,GO,45944,biological_process
45199,45199,positive regulation of receptor-mediated endocytosis,GO,48260,biological_process
45200,45200,positive regulation of protein export from nucleus,GO,46827,biological_process
45230,45230,regulation of blood vessel remodeling,GO,60312,biological_process
45252,45252,oligosaccharide biosynthetic process,GO,9312,biological_process
45253,45253,negative regulation of viral process,GO,48525,biological_process
45261,45261,negative regulation by host of viral process,GO,44793,biological_process
45262,45262,retina homeostasis,GO,1895,biological_process
45270,45270,negative regulation of epithelial cell differentiation involved in kidney development,GO,2000697,biological_process
45278,45278,negative regulation of glutamine transport,GO,2000486,biological_process
45284,45284,negative regulation of calcium ion transport,GO,51926,biological_process
45312,45312,vasoconstriction,GO,42310,biological_process
45337,45337,positive regulation of vascular permeability,GO,43117,biological_process
45370,45370,negative regulation of cation channel activity,GO,2001258,biological_process
45381,45381,regulation of cell cycle,GO,51726,biological_process
45399,45399,negative regulation of cartilage development,GO,61037,biological_process
45408,45408,regulation of entry of bacterium into host cell,GO,2000535,biological_process
45410,45410,positive regulation of DNA binding,GO,43388,biological_process
45463,45463,neuron migration,GO,1764,biological_process
45481,45481,microtubule-based movement,GO,7018,biological_process
45502,45502,intracellular receptor signaling pathway,GO,30522,biological_process
45503,45503,steroid hormone mediated signaling pathway,GO,43401,biological_process
45504,45504,bile acid signaling pathway,GO,38183,biological_process
45505,45505,pattern recognition receptor signaling pathway,GO,2221,biological_process
45506,45506,intracellular signal transduction,GO,35556,biological_process
45513,45513,regulation of nitric-oxide synthase activity,GO,50999,biological_process
45521,45521,multicellular organism development,GO,7275,biological_process
45525,45525,natural killer cell activation,GO,30101,biological_process
45526,45526,T cell activation,GO,42110,biological_process
45527,45527,B cell activation,GO,42113,biological_process
45562,45562,immunoglobulin mediated immune response,GO,16064,biological_process
45565,45565,negative regulation of blood pressure,GO,45776,biological_process
45576,45576,actin filament polymerization,GO,30041,biological_process
45583,45583,positive regulation of T cell activation,GO,50870,biological_process
45624,45624,regulation of gamma-delta T cell differentiation,GO,45586,biological_process
45630,45630,regulation of extrathymic T cell differentiation,GO,33082,biological_process
45631,45631,regulation of regulatory T cell differentiation,GO,45589,biological_process
45644,45644,activation of MAPKK activity,GO,186,biological_process
45645,45645,positive regulation of JUN kinase activity,GO,43507,biological_process
45652,45652,antibacterial humoral response,GO,19731,biological_process
45675,45675,response to electrical stimulus,GO,51602,biological_process
45678,45678,positive regulation of cell activation,GO,50867,biological_process
45681,45681,response to glucose,GO,9749,biological_process
45692,45692,receptor catabolic process,GO,32801,biological_process
45694,45694,negative regulation of G1/S transition of mitotic cell cycle,GO,2000134,biological_process
45702,45702,reactive oxygen species metabolic process,GO,72593,biological_process
45712,45712,endoplasmic reticulum organization,GO,7029,biological_process
45745,45745,regulation of insulin secretion,GO,50796,biological_process
45793,45793,artery morphogenesis,GO,48844,biological_process
45796,45796,negative regulation of peptidase activity,GO,10466,biological_process
45799,45799,positive regulation of peptidase activity,GO,10952,biological_process
45814,45814,regulation of mitochondrial depolarization,GO,51900,biological_process
45815,45815,negative regulation of DNA binding,GO,43392,biological_process
45843,45843,positive regulation of chemotaxis,GO,50921,biological_process
45845,45845,positive regulation of axon extension,GO,45773,biological_process
45848,45848,positive regulation of smooth muscle cell migration,GO,14911,biological_process
45850,45850,extracellular matrix disassembly,GO,22617,biological_process
45856,45856,positive regulation of protein tyrosine kinase activity,GO,61098,biological_process
45860,45860,positive regulation of DNA-binding transcription factor activity,GO,51091,biological_process
45870,45870,negative regulation of cytolysis,GO,45918,biological_process
45889,45889,negative regulation of leukocyte cell-cell adhesion,GO,1903038,biological_process
45890,45890,positive regulation of natural killer cell activation,GO,32816,biological_process
45891,45891,positive regulation of lymphocyte proliferation,GO,50671,biological_process
45892,45892,regulation of natural killer cell differentiation,GO,32823,biological_process
45894,45894,positive regulation of natural killer cell mediated cytotoxicity,GO,45954,biological_process
45902,45902,positive regulation of cell adhesion,GO,45785,biological_process
45903,45903,regulation of synapse organization,GO,50807,biological_process
45919,45919,amyloid-beta clearance,GO,97242,biological_process
45927,45927,negative regulation of protein localization to plasma membrane,GO,1903077,biological_process
45968,45968,negative regulation of macroautophagy,GO,16242,biological_process
45981,45981,extrinsic apoptotic signaling pathway,GO,97191,biological_process
45994,45994,dendritic cell chemotaxis,GO,2407,biological_process
46014,46014,response to lead ion,GO,10288,biological_process
46017,46017,response to copper ion,GO,46688,biological_process
46018,46018,response to cobalt ion,GO,32025,biological_process
46025,46025,response to zinc ion,GO,10043,biological_process
46041,46041,response to insulin,GO,32868,biological_process
46049,46049,positive regulation of kinase activity,GO,33674,biological_process
46064,46064,negative regulation of wound healing,GO,61045,biological_process
46080,46080,negative regulation of branching involved in lung morphogenesis,GO,61048,biological_process
46082,46082,negative regulation of granulocyte differentiation,GO,30853,biological_process
46087,46087,positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus,GO,1901522,biological_process
46088,46088,cellular response to amino acid starvation,GO,34198,biological_process
46101,46101,regulation of inflammatory response,GO,50727,biological_process
46113,46113,positive regulation of neuron death,GO,1901216,biological_process
46145,46145,response to UV,GO,9411,biological_process
46152,46152,regulation of synaptic vesicle exocytosis,GO,2000300,biological_process
46168,46168,cell surface receptor signaling pathway,GO,7166,biological_process
46169,46169,apoptotic signaling pathway,GO,97190,biological_process
